,ref ID,curveID,Name of compound,compound class,pKa,charge,C0(ng/L),C0,E,S,A,B,V,L,pzc,mp_ratio,BET,material type,product name,pH,DOC,UV254,matrix name,matrix_type,logBV10,logub,loglb,scenario,EBCT,Tanimoto,PFAS,chain_l,PD,CD,long,short_chain,y,yub,ylb,flag,notes
316,16,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.098,"A, coag BEM",surface water,4.544068044,NA,NA,pilot,7,0.4,0,0,0,0,1,NA,4.544068044,NA,0,0,NA
317,16,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.1,0.027,"C, OWASA",surface water,4.716003344,NA,NA,pilot,7,0.4,0,0,0,0,1,NA,4.716003344,NA,0,0,NA
318,16,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6.2,1.7,0.024,"D,LM",surface water,4.903089987,NA,NA,pilot,7,0.4,0,0,0,0,1,NA,4.903089987,NA,0,0,NA
5,17,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.097,"A, coagulated BEM",surface water,4.929418926,NA,NA,PD-rssct,7,0.4,0,0,1,0,0,NA,4.469031464,NA,NA,0,NA
10,17,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.097,"A, coagulated BEM",surface water,5,NA,NA,PD-rssct,15,0.4,0,0,1,0,0,NA,4.525496323,NA,NA,0,NA
14,17,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.84010284,899,bituminous coal,calgon F300,7.7,2.4,0.04,"B, ozonated BEM",surface water,5.079181246,NA,NA,PD-rssct,7.5,0.4,0,0,1,0,0,NA,4.58884132,NA,NA,0,NA
19,17,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,1.6,0.025,"C, OWASA",surface water,5.255272505,NA,NA,PD-rssct,7,0.4,0,0,1,0,0,NA,4.729714327,NA,NA,0,NA
25,17,NA,Metolachlor,Pesticides,14,0,117,0.117,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,1.4,0.018,"D, LM",surface water,5.230448921,NA,NA,PD-rssct,7,0.4,0,0,1,0,0,NA,4.70985546,NA,NA,0,corrected
80,51,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.84010284,899,bituminous coal,calgon F300,8.1,2.11,0.056,conventional,surface water,4.886490725,NA,NA,PDrssct,7.5,0.4,0,0,1,0,0,0,4.434688903,NA,NA,0,author fitted psdm
81,51,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.84010284,899,bituminous coal,calgon F300,8.2,2.1,0.037,MIEX,surface water,4.875061264,NA,NA,PD-rssct,7.5,0.4,0,0,1,0,0,0,4.425545334,NA,NA,0,author fitted psdm
82,51,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.840102841,899,bituminous coal,calgon F300,8,3.85,0.061,ozone/bio,surface water,4.643452676,NA,NA,PD-rssct,7.5,0.4,0,0,1,0,0,0,4.240258464,NA,NA,0,author fitted psdm
83,51,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.840102841,899,bituminous coal,calgon F300,8.1,3,0.045,ozone/bio,surface water,4.897627091,NA,NA,PD-rssct,7.5,0.4,0,0,1,0,0,0,4.443597996,NA,NA,0,author fitted psdm
84,51,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.03,0.840102841,899,bituminous coal,calgon F300,8.1,2.17,0.033,ozone/bio,surface water,4.977723605,NA,NA,PD-rssct,7.5,0.4,0,0,1,0,0,0,4.507675207,NA,NA,0,author fitted psdm
156,57,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.815577748,NA,NA,CD-rssct,7,0.4,0,0,0,1,0,NA,4.377958522,NA,NA,0,"author PSDM, corrected"
161,57,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,5.263636069,NA,NA,PD-rssct,7,0.4,0,0,1,0,0,NA,4.736405178,NA,NA,0,"author PSDM, corrected"
378,57,NA,Metolachlor,Pesticides,14,0,200,0.2,1.11,1.53,0,1.25,2.2811,9.35,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.736396502,NA,NA,pilot,7,0.4,0,0,0,0,1,NA,4.736396502,NA,NA,0,author PSDM
239,62,1,PCE,VOCs,NA,0,2700,2.7,0.64,0.44,0,0,0.837,3.584,7.4,0.185185185,963,bituminous coal,Norit GAC 400,7.5,1,0.0155,OH GW,groundwater,5.507000585,5.524517527,5.488747308,PD-rssct,7.5,NA,0,NA,1,0,0,NA,4.931096791,4.945110345,4.916494169,0,NA
240,62,10,PCE,VOCs,NA,0,2700,2.7,0.64,0.44,0,0,0.837,3.584,7.4,0.185185185,963,bituminous coal,Norit GAC 400,7.5,1,0.0155,OH GW,groundwater,5.451746018,5.467992653,5.434867909,PD-rssct,15,NA,0,NA,1,0,0,NA,4.886893138,4.899890446,4.873390651,0,NA
357,50,1,PFBA,PFASs,NA,-1,11.00833333,0.011008333,-0.47,0.1,0.46,0.33,0.8705,1.738,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.738930171,3.856214812,3.577753925,pilot column 10,10,NA,1,4,0,0,1,1,3.738930171,3.856214812,3.577753925,0,NA
358,50,24,PFBA,PFASs,NA,-1,11.00833333,0.011008333,-0.47,0.1,0.46,0.33,0.8705,1.738,7.4,0.166666667,963,bituminous coal,Norit GAC 400,5.7,2.1,0.019,combined filter effluent,surface water,3.60590155,3.621320116,3.589915372,pilot column 13,10,NA,1,4,0,0,1,1,3.60590155,3.621320116,3.589915372,0,NA
110,52,NA,PFBA,PFASs,1.07,-1,613.5,0.6135,-0.47,0.1,0.46,0.33,0.8705,1.738,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,3.947188566,NA,NA,PD-rssct,7.5,0.082758621,1,4,1,0,0,NA,3.683247176,NA,NA,0,corrected
116,52,NA,PFBA,PFASs,1.07,-1,613.5,0.6135,-0.47,0.1,0.46,0.33,0.8705,1.738,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.014436527,NA,NA,PD-rssct,13,0.082758621,1,4,1,0,0,NA,3.737045545,NA,NA,0,corrected
182,61,1,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,3.383163458,3.481109977,3.256491696,"10min, LC",10,NA,1,4,0,1,0,1,3.23202709,3.310384304,3.13068968,0,NA
183,61,2,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,3.665579989,3.750198327,3.560384539,"17min, LC",17,NA,1,4,0,1,0,1,3.457960315,3.525654985,3.373803954,0,NA
184,61,3,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,3.731662827,3.762707507,3.707700958,"24min, LC",24,NA,1,4,0,1,0,1,3.510826585,3.535662328,3.49165709,0,NA
185,61,13,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,3.643301729,3.668544501,3.616500718,"20min, LC",20,NA,1,4,0,1,0,1,3.440137706,3.460331924,3.418696898,0,NA
186,61,14,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,3.589928089,3.613060748,3.565493604,"10min, LC",10,NA,1,4,0,1,0,1,3.397438794,3.415944922,3.377891206,0,NA
187,61,15,PFBA,PFASs,1.07,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,3.394360812,3.516815942,3.22319456,"5min, LC",5,NA,1,4,0,1,0,1,3.240984973,3.338949077,3.104051971,0,NA
188,61,42,PFBA,PFASs,NA,-1,340,0.34,-0.47,0.1,0.46,0.33,0.8705,1.738,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,3.281948726,3.382418857,3.151010828,"5min, LC",5,NA,1,4,0,1,0,1,3.151055304,3.231431408,3.046304985,0,NA
336,19,36,PFBS,PFASs,NA,-1,2.4,0.0024,-0.42,0.74,0.31,0.75,1.1711,3.258,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,4.00593433,4.03698477,3.972491774,pilot,10,0.107913669,1,4,0,0,1,1,4.00593433,4.03698477,3.972491774,0,NA
111,52,NA,PFBS,PFASs,-3.31,-1,19.5,0.0195,-0.42,0.74,0.31,0.75,1.1711,3.258,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.95927041,NA,NA,PD-rssct,7.5,0.107913669,1,4,1,0,0,NA,4.492912651,NA,NA,0,corrected
117,52,NA,PFBS,PFASs,-3.31,-1,19.5,0.0195,-0.42,0.74,0.31,0.75,1.1711,3.258,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.777412321,NA,NA,PD-rssct,13,0.107913669,1,4,1,0,0,NA,4.34742618,NA,NA,0,corrected
189,61,7,PFBS,PFASs,NA,-1,305,0.305,-0.42,0.74,0.31,0.75,1.1711,3.258,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.756044814,4.78820517,4.721311088,"10min, LC",10,NA,1,4,0,1,0,1,4.330332174,4.356060459,4.302545194,0,NA
190,61,8,PFBS,PFASs,NA,-1,305,0.305,-0.42,0.74,0.31,0.75,1.1711,3.258,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.767421539,4.792258566,4.741077476,"17min, LC",17,NA,1,4,0,1,0,1,4.339433554,4.359303176,4.318358304,0,NA
191,61,9,PFBS,PFASs,NA,-1,305,0.305,-0.42,0.74,0.31,0.75,1.1711,3.258,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.729019132,4.750035713,4.706933556,"24min, LC",24,NA,1,4,0,1,0,1,4.308711629,4.325524893,4.291043168,0,NA
192,61,39,PFBS,PFASs,NA,-1,305,0.305,-0.42,0.74,0.31,0.75,1.1711,3.258,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.295393723,4.359284154,4.220455563,"5min, LC",5,NA,1,4,0,1,0,1,3.961811302,4.012923646,3.901860774,0,NA
55,35,3,PFDA,PFASs,-5.2,-1,282,0.282,-1.19,-0.64,0.46,0.33,1.9283,4.14,6.4,0.445603577,671,lignite coal,norit darco 1240,8.4,5.4,0.184,surface water,surface water,3.075949717,3.223680007,2.850339224,CD-rssct,5.2,0.098039216,1,10,0,1,0,0,2.986256097,3.104440329,2.805767702,0,corrected
56,35,4,PFDA,PFASs,-5.2,-1,282,0.282,-1.19,-0.64,0.46,0.33,1.9283,4.14,6.4,0.445603577,671,lignite coal,norit darco 1240,6.7,4.3,0.096,synthetic water,synthetic surface water,2.903146819,3.041723263,2.698423988,CD-rssct,5.2,0.098039216,1,10,0,1,0,0,2.848013779,2.958874934,2.684235513,0,corrected
193,61,36,PFDA,PFASs,NA,-1,345,0.345,-1.19,-0.64,0.46,0.33,1.9283,4.14,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.815756757,4.894604247,4.719346897,"5min, LC",5,NA,1,10,0,1,0,0,4.378101729,4.441179721,4.300973841,0,NA
194,61,34,PFDoDA,PFASs,NA,-1,315,0.315,-1.49,-0.88,0.46,0.33,2.2809,4.984,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.855611735,4.902844577,4.802607947,"5min, LC",5,NA,1,11,0,1,0,0,4.409985711,4.447771985,4.36758268,0,NA
337,19,3,PFHpA,PFASs,NA,-1,6.6,0.0066,-0.7,-0.27,0.46,0.33,1.3994,2.875,8.27,0.859796438,933,bituminous coal,calgon F400,7.56,2.7,0.0259,well water,groundwater,4.542413857,4.581682321,4.499238606,pilot,10,0.092105263,1,7,0,0,1,0,4.542413857,4.581682321,4.499238606,0,NA
338,19,13,PFHpA,PFASs,NA,-1,6.6,0.0066,-0.7,-0.27,0.46,0.33,1.3994,2.875,8.53,0.1875,614,bituminous coal,calgon F600,7.56,2.7,0.0259,well water,groundwater,4.13588953,4.196622118,4.065261439,pilot,10,0.092105263,1,7,0,0,1,0,4.13588953,4.196622118,4.065261439,0,NA
339,19,33,PFHpA,PFASs,NA,-1,6.6,0.0066,-0.7,-0.27,0.46,0.33,1.3994,2.875,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,4.076401074,4.110674862,4.03918891,pilot,10,0.092105263,1,7,0,0,1,0,4.076401074,4.110674862,4.03918891,0,NA
359,50,4,PFHpA,PFASs,NA,-1,17.675,0.017675,-0.7,-0.27,0.46,0.33,1.3994,2.875,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.699379267,3.823890721,3.524141313,pilot column 10,10,NA,1,7,0,0,1,0,3.699379267,3.823890721,3.524141313,0,NA
360,50,19,PFHpA,PFASs,NA,-1,17.675,0.017675,-0.7,-0.27,0.46,0.33,1.3994,2.875,7,0.277777778,575,lignite coal,Hydrodarco 4000,5.7,2.1,0.019,combined filter effluent,surface water,3.653103665,3.751218718,3.526149067,pilot column 12,10,NA,1,7,0,0,1,1,3.653103665,3.751218718,3.526149067,0,NA
379,57,3,PFHpA,PFASs,-2.29,-1,234.8888889,0.2349,-0.7,-0.27,0.46,0.33,1.3994,2.875,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.3353193,4.351031421,4.319017332,pilot,7,0.092105263,1,7,0,0,1,NA,4.3353193,4.351031421,4.319017332,0,PSDM fit
195,61,26,PFHpA,PFASs,NA,-1,355,0.355,-0.7,-0.27,0.46,0.33,1.3994,2.875,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.836496441,4.886562589,4.77989728,"5min, LC",5,NA,1,7,0,1,0,0,4.394693476,4.434746395,4.349414147,0,NA
196,61,27,PFHpA,PFASs,NA,-1,355,0.355,-0.7,-0.27,0.46,0.33,1.3994,2.875,10,0.580645161,788,reactivated,CMR400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.649188923,4.681924806,4.613782865,"5min, LC",5,NA,1,7,0,1,0,0,4.244847462,4.271036168,4.216522615,0,NA
197,61,28,PFHpA,PFASs,NA,-1,355,0.355,-0.7,-0.27,0.46,0.33,1.3994,2.875,9.05,0.707317073,767,bituminous coal,HPC,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.530057986,4.564382726,4.492785744,"5min, LC",5,NA,1,7,0,1,0,0,4.149542712,4.177002504,4.119724918,0,NA
198,61,29,PFHpA,PFASs,NA,-1,355,0.355,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.05,0.7,755,bituminous coal,Carbsorb40,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.566163106,4.610181454,4.517174763,"5min, LC",5,NA,1,7,0,1,0,0,4.178426808,4.213641486,4.139236133,0,NA
199,61,38,PFHpA,PFASs,NA,-1,355,0.355,-0.7,-0.27,0.46,0.33,1.3994,2.875,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.317794178,4.363352727,4.266890205,"5min, LC",5,NA,1,7,0,1,0,0,3.979731665,4.016178504,3.939008487,0,NA
244,69,1,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.1,0.205,824,bituminous coal,calgon F400,7.5,0.88,0.008,GW1,groundwater,4.660406134,4.703245281,4.612874179,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.25382123,4.288092548,4.215795666,0,the gac properties are locally unique
245,69,3,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.1,0.205,824,bituminous coal,calgon F400,7.6,0.95,0.01,GW2,groundwater,4.981807736,5.001047252,4.961676229,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.510942512,4.526334125,4.494837306,0,the gac properties are locally unique
246,69,5,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.4,0.158163265,770,bituminous coal,Norit GAC 400,7.5,0.88,0.008,GW1,groundwater,4.843690877,4.873024872,4.812231095,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.400449025,4.423916221,4.375281199,0,the gac properties are locally unique
247,69,8,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.4,0.158163265,770,bituminous coal,Norit GAC 400,8.1,0.4,0.006,GW6,groundwater,5.414805271,5.436086993,5.392426702,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.85734054,4.874365918,4.839437685,0,the gac properties are locally unique
248,69,10,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,8,0.376237624,1011,coconut,AquaCarb 1230AWC,7.5,0.88,0.008,GW1,groundwater,3.725724569,3.799737933,3.636452873,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,3.506075978,3.565286669,3.434658621,0,the gac properties are locally unique
249,69,12,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.6,0.159090909,852,catalytic coconut,AquaCarb 1240CAT,8.5,0.21,0.003,GW3,groundwater,4.267777051,4.399269181,4.07827466,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,3.939717964,4.044911668,3.788116051,0,the gac properties are locally unique
250,69,14,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.2,0.214953271,755,catalytic bituminous carbon,Centaur 12<U+2009>×<U+2009>40,8.5,0.21,0.003,GW3,groundwater,5.067225276,5.12082154,5.006071033,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.579276544,4.622153555,4.53035315,0,the gac properties are locally unique
251,69,16,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,6.6,0.034934498,573,lignite coal,Hydrodarco 4000,8.1,0.4,0.006,GW6,groundwater,4.696430366,4.703255951,4.689495791,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.282640616,4.288101084,4.277092956,0,the gac properties are locally unique
252,69,18,PFHpA,PFASs,NA,-1,4.1,0.0041,-0.7,-0.27,0.46,0.33,1.3994,2.875,7.1,0.205,824,bituminous coal,calgon F400,8.5,0.21,0.003,GW3,groundwater,5.044433139,5.070797515,5.016364249,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.561042834,4.582134335,4.538587723,0,the gac properties are locally unique
340,19,2,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.27,0.859796438,933,bituminous coal,calgon F400,7.56,2.7,0.0259,well water,groundwater,4.057543453,4.077227014,4.036925245,pilot,10,0.093959732,1,6,0,0,1,1,4.057543453,4.077227014,4.036925245,0,NA
341,19,12,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7.56,2.7,0.0259,well water,groundwater,4.015218498,4.098858255,3.911533704,pilot,10,0.093959732,1,6,0,0,1,1,4.015218498,4.098858255,3.911533704,0,NA
342,19,32,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,3.911076503,4.02134515,3.762917585,pilot,10,0.093959732,1,6,0,0,1,1,3.911076503,4.02134515,3.762917585,0,NA
361,50,3,PFHxA,PFASs,NA,-1,25.40833333,0.02541,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.529133248,3.648203239,3.364546789,pilot column 10,10,NA,1,6,0,0,1,1,3.529133248,3.648203239,3.364546789,0,NA
362,50,13,PFHxA,PFASs,NA,-1,25.40833333,0.025408333,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.783979294,3.798139919,3.769341339,pilot column 11,10,NA,1,6,0,0,1,1,3.783979294,3.798139919,3.769341339,0,NA
363,50,18,PFHxA,PFASs,NA,-1,25.40833333,0.02541,-0.77,-0.15,0.46,0.33,1.2231,2.453,7,0.277777778,575,lignite coal,Hydrodarco 4000,5.7,2.1,0.019,combined filter effluent,surface water,3.411371726,3.516965503,3.271562688,pilot column 12,10,NA,1,6,0,0,1,1,3.411371726,3.516965503,3.271562688,0,NA
112,52,NA,PFHxA,PFASs,-0.78,-1,132.5,0.1325,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.582381577,NA,NA,PD-rssct,7.5,0.093959732,1,6,1,0,0,NA,4.191401585,NA,NA,0,corrected
118,52,NA,PFHxA,PFASs,-0.78,-1,132.5,0.1325,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.68897124,NA,NA,PD-rssct,13,0.093959732,1,6,1,0,0,NA,4.276673315,NA,NA,0,corrected
385,57,2,PFHxA,PFASs,NA,-1,219.8333333,0.219833333,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.8,0.724304716,1468,bituminous coal,Norit 1242,6,2.02,0.032,OWASA,surface water,4.151234192,4.243259456,4.03431656,pilot,7,NA,1,NA,0,0,1,NA,4.151234192,4.243259456,4.03431656,0,"PSDM fit, added"
389,58,NA,PFHxA,PFASs,NA,-1,154.2,0.1542,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.492760389,NA,NA,full,13,NA,NA,NA,0,0,1,NA,4.492760389,NA,NA,0,added
200,61,19,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.574646175,4.58255268,4.566593055,"20min, LC",20,NA,1,6,0,1,0,1,4.185213263,4.191538467,4.178770767,0,NA
201,61,20,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.366487473,4.398359122,4.332090288,"10min, LC",10,NA,1,6,0,1,0,1,4.018686301,4.044183621,3.991168553,0,NA
202,61,21,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.28720112,4.313770477,4.258899762,"5min, LC",5,NA,1,6,0,1,0,1,3.955257219,3.976512705,3.932616132,0,NA
203,61,22,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.664610934,4.69283411,4.634425373,"5min, LC",5,NA,1,6,0,1,0,1,4.257185071,4.279763611,4.233036621,0,NA
204,61,23,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,10,0.580645161,788,reactivated,CMR400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.534306322,4.595206853,4.463450868,"5min, LC",5,NA,1,6,0,1,0,1,4.15294138,4.201661805,4.096257017,0,NA
205,61,24,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.05,0.707317073,767,bituminous coal,HPC,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.38161406,4.413027625,4.347749864,"5min, LC",5,NA,1,6,0,1,0,1,4.030787571,4.055918423,4.003696215,0,NA
206,61,25,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,7.05,0.7,755,bituminous coal,Carbsorb40,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.391638783,4.398362927,4.389365251,"5min, LC",5,NA,1,6,0,1,0,1,4.038807349,4.044186665,4.036988524,0,NA
207,61,40,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.167205978,4.236325118,4.084965072,"5min, LC",5,NA,1,6,0,1,0,1,3.859261106,3.914556417,3.79346838,0,NA
343,19,38,PFHxS,PFASs,-3.32,-1,42,0.042,-0.5,0.49,0.31,0.75,1.5237,4.102,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,3.979418419,4.049971402,3.89513766,pilot,10,0.122302158,1,6,0,0,1,1,3.979418419,4.049971402,3.89513766,0,NA
113,52,NA,PFHxS,PFASs,-3.32,-1,54,0.054,-0.5,0.49,0.31,0.75,1.5237,4.102,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.96310753,NA,NA,PD-rssct,7.5,0.122302158,1,6,1,0,0,NA,4.495982347,NA,NA,0,corrected
119,52,NA,PFHxS,PFASs,-3.32,-1,54,0.054,-0.5,0.49,0.31,0.75,1.5237,4.102,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.905169614,NA,NA,PD-rssct,13,0.122302158,1,6,1,0,0,NA,4.449632014,NA,NA,0,corrected
