,ref ID,curveID,Name of compound,compound class,pKa,charge,C0(ng/L),C0,E,S,A,B,V,L,pzc,mp_ratio,BET,material type,product name,pH,DOC,UV254,matrix name,matrix_type,logBV10,logub,loglb,scenario,EBCT,Tanimoto,PFAS,chain_l,PD,CD,long,short_chain,y,yub,ylb,flag,notes
49,17,NA,Prometon,Pharmaceuticals,5.97,0.0855,171,0.171,1.07,1.1,0.22,1.12,1.8377,8.08,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,1.4,0.018,"D, LM",surface water,5.204119983,NA,NA,PD-rssct,7,0.17721519,0,0,1,0,0,NA,4.688792309,NA,NA,0,corrected
100,51,NA,Prometon,Pharmaceuticals,5.97,0.0074,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.03,0.840102846,899,bituminous coal,calgon F300,8.1,2.11,0.056,conventional,surface water,5.045322979,NA,NA,PDrssct,7.5,0.17721519,0,0,1,0,0,0,4.561754706,NA,NA,0,author fitted psdm
101,51,NA,Prometon,Pharmaceuticals,5.97,0.0059,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.03,0.840102846,899,bituminous coal,calgon F300,8.2,2.1,0.037,MIEX,surface water,4.857332496,NA,NA,PD-rssct,7.5,0.17721519,0,0,1,0,0,0,4.41136232,NA,NA,0,author fitted psdm
102,51,NA,Prometon,Pharmaceuticals,5.97,0.0093,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.03,0.840102846,899,bituminous coal,calgon F300,8,3.85,0.061,ozone/bio,surface water,4.591064607,NA,NA,PD-rssct,7.5,0.17721519,0,0,1,0,0,0,4.198348009,NA,NA,0,author fitted psdm
103,51,NA,Prometon,Pharmaceuticals,5.97,0.0074,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.03,0.840102846,899,bituminous coal,calgon F300,8.1,3,0.045,ozone/bio,surface water,4.86332286,NA,NA,PD-rssct,7.5,0.17721519,0,0,1,0,0,0,4.416154611,NA,NA,0,author fitted psdm
104,51,NA,Prometon,Pharmaceuticals,5.97,0.0074,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.03,0.840102846,899,bituminous coal,calgon F300,8.1,2.17,0.033,ozone/bio,surface water,4.929418926,NA,NA,PD-rssct,7.5,0.17721519,0,0,1,0,0,0,4.469031464,NA,NA,0,author fitted psdm
165,57,NA,Prometon,Pharmaceuticals,5.97,0.4831,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.664641976,NA,NA,CD-rssct,7,0.17721519,0,0,0,1,0,NA,4.257209904,NA,NA,0,"author PSDM, corrected"
168,57,NA,Prometon,Pharmaceuticals,5.97,0.4831,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,5.220108088,NA,NA,PD-rssct,7,0.17721519,0,0,1,0,0,NA,4.701582794,NA,NA,0,"author PSDM, corrected"
387,57,NA,Prometon,Pharmaceuticals,5.97,0.4831,100,0.1,1.07,1.1,0.22,1.12,1.8377,8.03,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.603144373,NA,NA,pilot,7,0.17721519,0,0,0,0,1,NA,4.603144373,NA,NA,0,author PSDM
179,60,15,Prometon,Pharmaceuticals,5.97,0.0229,10,0.01,1.07,1.1,0.22,1.12,1.8377,8.08,8.03,0.3268,899,bituminous coal,calgon F300,7.6,2.3,0.062,"Water B, river",surface water,4.920876717,4.941218847,4.899534748,PD-rssct,10,0.17721519,0,0,1,0,0,0,4.462197696,4.4784714,4.445124122,0,NA
319,16,NA,Simazine,Pesticides,4.23,0.0011,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.098,"A, coag BEM",surface water,4.875061263,NA,NA,pilot,7,0.147435897,0,0,0,0,1,NA,4.875061263,NA,0,0,NA
320,16,NA,Simazine,Pesticides,4.23,0.0108,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.1,0.027,"C, OWASA",surface water,4.832508913,NA,NA,pilot,7,0.147435897,0,0,0,0,1,NA,4.832508913,NA,0,0,NA
322,16,NA,Simazine,Pesticides,4.23,0.007,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,6.2,1.7,0.024,"D,LM",surface water,5.071882007,NA,NA,pilot,7,0.147435897,0,0,0,0,1,NA,5.071882007,NA,0,0,added
6,17,NA,Simazine,Pesticides,4.23,0.0011,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.097,"A, coagulated BEM",surface water,5.414973347,NA,NA,PD-rssct,7,0.147435897,0,0,1,0,0,NA,4.857475001,NA,NA,0,NA
20,17,NA,Simazine,Pesticides,4.23,0.0108,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,1.6,0.025,"C, OWASA",surface water,5.414973347,NA,NA,PD-rssct,7,0.147435897,0,0,1,0,0,NA,4.857475001,NA,NA,0,NA
26,17,NA,Simazine,Pesticides,4.23,0.0011,83,0.083,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,1.4,0.018,"D, LM",surface water,5.322219295,NA,NA,PD-rssct,7,0.147435897,0,0,1,0,0,NA,4.783271759,NA,NA,0,corrected
157,57,NA,Simazine,Pesticides,4.23,0.0108,51.5,0.0515,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,5,NA,NA,CD-rssct,7,0.147435897,0,0,0,1,0,NA,4.525496323,NA,NA,0,"author PSDM, corrected"
162,57,NA,Simazine,Pesticides,4.23,0.0108,51.5,0.0515,1.25,1.32,0.18,0.98,1.4787,7.322,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,5.457881897,NA,NA,PD-rssct,7,0.147435897,0,0,1,0,0,NA,4.89180184,NA,NA,0,"author PSDM, corrected"
175,60,10,Simazine,Pesticides,4.23,1.00E-04,500,0.5,1.25,1.32,0.18,0.98,1.4787,7.322,8.03,0.3268,899,bituminous coal,calgon F300,7.6,2.3,0.062,"Water B, river",surface water,5.212167316,5.220755825,5.20340553,PD-rssct,10,NA,0,0,1,0,0,0,4.695230176,4.702100983,4.688220747,0,NA
392,60,9,Simazine,Pesticides,4.23,1.00E-04,500,0.5,1.25,1.32,0.18,0.98,1.4787,7.322,6.1,0.7108,1027,bituminous coal,calgon F820,8,2.4,0.036,"Water B, river",surface water,4.494364806,4.512508046,4.475430438,pilot,7.1,NA,0,0,0,0,1,0,4.120988168,4.13550276,4.105840674,0,NA
51,35,5,Sucralose,Artificial sweeteners,11.91,-5.00E-04,210,0.21,2.23,2.35,1.33,2.64,2.419,11.821,6.4,0.445603577,671,lignite coal,norit darco 1240,8.4,5.4,0.184,surface water,surface water,3.000024951,3.098703304,2.872122885,CD-rssct,5.2,0.116959064,0,0,0,1,0,0,2.925516284,3.004458967,2.823194631,0,NA
52,35,6,Sucralose,Artificial sweeteners,11.91,0,210,0.21,2.23,2.35,1.33,2.64,2.419,11.821,6.4,0.445603577,671,lignite coal,norit darco 1240,6.7,4.3,0.0096,synthetic water,synthetic surface water,3.36828165,3.426061853,3.301617026,CD-rssct,5.2,0.116959064,0,0,0,1,0,0,3.220121643,3.266345805,3.166789944,0,NA
307,1,13,Sulfamethoxazole,Pharmaceuticals,6.16,-0.8735,300,0.3,1.89,2.23,0.58,1.29,1.7244,9.76,8.1,0.746008169,1083,lignite coal,donau carbon epibon a 8*30,7,11.4,0.248,secondary effluent,WW impacted,3.4935993,3.518606785,3.467063379,pilot up flow,19,1,0,0,0,0,1,0,3.320375763,3.340381751,3.299147026,0,NA
334,16,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.8735,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.098,"A, coag BEM",surface water,4.875061263,NA,NA,pilot,7,1,0,0,0,0,1,NA,4.875061263,NA,0,0,NA
335,16,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.5226,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.8,0.724304716,1468,bituminous coal,Norit 1240,6.2,1.7,0.024,"D,LM",surface water,4.973127854,NA,NA,pilot,7,1,0,0,0,0,1,NA,4.973127854,NA,0,0,NA
36,17,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.8735,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,3.9,0.097,"A, coagulated BEM",surface water,5.041392685,NA,NA,PD-rssct,7,1,0,0,1,0,0,NA,4.558610471,NA,NA,0,NA
41,17,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9719,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102847,899,bituminous coal,calgon F300,7.7,2.4,0.04,"B, ozonated BEM",surface water,5.041392685,NA,NA,PD-rssct,7.5,1,0,0,1,0,0,NA,4.558610471,NA,NA,0,NA
46,17,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.4085,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,1.6,0.025,"C, OWASA",surface water,5.278753601,NA,NA,PD-rssct,7,1,0,0,1,0,0,NA,4.748499204,NA,NA,0,NA
50,17,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.8735,270,0.27,1.89,2.23,0.58,1.29,1.7244,9.76,8.8,0.724304716,1468,bituminous coal,Norit 1240,7,1.4,0.018,"D,LM",surface water,5.426511261,NA,NA,PD-rssct,7,1,0,0,1,0,0,NA,4.866705332,NA,NA,0,NA
66,35,13,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9943,130,0.13,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,8.4,5.4,0.184,surface water,surface water,3.075218096,3.151189981,2.98307809,CD-rssct,5.2,1,0,0,0,1,0,0,2.9856708,3.046448308,2.911958795,0,NA
67,35,14,Sulfamethoxazole,Pharmaceuticals,6.16,-0.7759,130,0.13,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,6.7,4.3,0.096,synthetic water,synthetic surface water,3.721849779,3.775971441,3.660010295,CD-rssct,5.2,1,0,0,0,1,0,0,3.502976146,3.546273476,3.453504559,0,NA
68,35,15,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9562,130,0.13,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,7.5,7,0.162,waste water,WW impacted,3.345180628,3.405533544,3.275065781,CD-rssct,5.2,1,0,0,0,1,0,0,3.201640826,3.249923158,3.145548948,0,NA
105,51,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9909,100,0.1,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102848,899,bituminous coal,calgon F300,8.1,2.11,0.056,conventional,surface water,4.707570176,NA,NA,PDrssct,7.5,1,0,0,1,0,0,0,4.291552464,NA,NA,0,author fitted psdm
106,51,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9909,100,0.1,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102848,899,bituminous coal,calgon F300,8.2,2.1,0.037,MIEX,surface water,4.662757831,NA,NA,PD-rssct,7.5,1,0,0,1,0,0,0,4.255702588,NA,NA,0,author fitted psdm
107,51,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9857,100,0.1,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102849,899,bituminous coal,calgon F300,8,3.85,0.061,ozone/bio,surface water,4.342422681,NA,NA,PD-rssct,7.5,1,0,0,1,0,0,0,3.999434468,NA,NA,0,author fitted psdm
108,51,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9909,100,0.1,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102848,899,bituminous coal,calgon F300,8.1,2.17,0.033,ozone/bio,surface water,4.662757831,NA,NA,PD-rssct,7.5,1,0,0,1,0,0,0,4.255702588,NA,NA,0,author fitted psdm
109,51,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9909,100,0.1,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102848,899,bituminous coal,calgon F300,8.1,3,0.045,ozone/bio,surface water,4.707570176,NA,NA,PD-rssct,7.5,1,0,0,1,0,0,0,4.291552464,NA,NA,0,author fitted psdm
170,59,NA,Sulfamethoxazole,Pharmaceuticals,6.16,-0.9776,450,0.45,1.89,2.23,0.58,1.29,1.7244,9.76,8.03,0.840102849,899,bituminous coal,calgon F300,7.8,5.25,0.1465,wwtp eff,surface water,3.548017323,NA,NA,"gacnf, CD-rssct",10,1,0,0,0,1,0,0,3.363910182,NA,NA,0,author tabulated bv10
276,77,17,Sulfamethoxazole,Pharmaceuticals,NA,-0.8735,1300,1.3,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,7.5,7,0.162,WWTP 1,WW impacted,3.230448921,NA,NA,CD-rssct,5.2,NA,NA,NA,0,1,0,NA,3.10985546,NA,NA,0,NA
277,77,18,Sulfamethoxazole,Pharmaceuticals,NA,-0.8735,3600,3.6,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,7.9,6.3,0.16,WWTP 2,WW impacted,3.113943352,NA,NA,CD-rssct,5.2,NA,NA,NA,0,1,0,NA,3.016651005,NA,NA,0,NA
278,77,19,Sulfamethoxazole,Pharmaceuticals,NA,-0.8735,1800,1.8,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,7.3,10.1,0.156,WWTP 3,WW impacted,3.491361694,NA,NA,CD-rssct,5.2,NA,NA,NA,0,1,0,NA,3.318585678,NA,NA,0,NA
279,77,20,Sulfamethoxazole,Pharmaceuticals,NA,-0.8735,900,0.9,1.89,2.23,0.58,1.29,1.7244,9.76,6.4,0.445603577,671,lignite coal,norit darco 1240,7.4,4.8,0.098,WWTP 4,WW impacted,3.380211242,NA,NA,CD-rssct,5.2,NA,NA,NA,0,1,0,NA,3.229665316,NA,NA,0,NA
180,60,12,TCE,VOCs,NA,0,1.00E+06,1000,0.52,0.37,0.08,0.03,0.7146,2.997,8.03,0.3268,899,bituminous coal,calgon F300,7.6,2.3,0.062,"Water B, river",surface water,3.986155268,4.001991957,3.969719161,CD-rssct,5,NA,0,0,0,1,0,0,3.714420537,3.727089889,3.701271652,0,NA
181,60,13,TCE,VOCs,NA,0,1.00E+06,1000,0.52,0.37,0.08,0.03,0.7146,2.997,8.03,0.3268,899,bituminous coal,calgon F300,7.6,2.3,0.062,"Water B, river",surface water,4.078208089,4.091009828,4.065017502,PD-rssct,5,NA,0,0,1,0,0,0,3.788062795,3.798304186,3.777510324,0,NA
241,62,2,TCE,VOCs,NA,0,4200,4.2,0.52,0.37,0.08,0.03,0.7146,2.997,7.4,0.185185185,963,bituminous coal,Norit GAC 400,7.5,1,0.0155,OH GW,groundwater,5.240748056,5.25415598,5.226912968,PD-rssct,7.5,NA,0,NA,1,0,0,NA,4.718094768,4.728821107,4.707026698,0,NA
242,62,11,TCE,VOCs,NA,0,4200,4.2,0.52,0.37,0.08,0.03,0.7146,2.997,7.4,0.185185185,963,bituminous coal,Norit GAC 400,7.5,1,0.0155,OH GW,groundwater,5.156126177,5.172748235,5.138842527,PD-rssct,15,NA,0,NA,1,0,0,NA,4.650397265,4.663694911,4.636570345,0,NA
